Id,outfit_image,description,outfit,occasions,seasons
128,https://storage.googleapis.com/raven-media-bucket/image/outfits/128.jpeg,"Flowy white linen shirt, light linen shorts, leather sandals",Greek Island Getaway,"Island Vacation,
Beach Escape,
Tropical Paradise,
Relaxing Beach Day,
Island Adventure Tour,
Beachfront Yoga,
Sunset Sailing,
Secluded Beach Picnic,
Beachfront Wedding","Warm, Hot"
129,https://storage.googleapis.com/raven-media-bucket/image/outfits/129.jpeg,"Navy roll neck sweater, gray wool trousers, tailored topcoat, minimalist leather sneakers",Swedish Urban Sophistication,"City Stroll,
Cultural Event,
Urban Elegance,
Architectural Tour,
Art Gallery Reception,
Opera Night,
Jazz Lounge,
Fine Dining Experience,
Modern Art Museum","Cool, Cold"
130,https://storage.googleapis.com/raven-media-bucket/image/outfits/130.jpeg,"White t-shirt, black leather moto jacket, cuffed denim jeans, black leather boots or white sneakers",1950s Greaser Cool,"Casual Hangout,
Rock Concert,
Edgy Event,
Motorcycle Ride,
Classic Car Show,
Pin-Up Photo Shoot,
Vintage Record Store,
Rockabilly Dance Night,
Tattoo Parlor Visit","Cool, Mild"
131,https://storage.googleapis.com/raven-media-bucket/image/outfits/131.jpeg,"Slim-fit turtleneck sweater, tailored trousers, black Chelsea boots",1960s Mod Revival,"Urban Exploration,
Dinner Date,
Sophisticated Outing,
Trendy Restaurant,
Evening Art Show,
City Nightlife,
Boutique Shopping,
Wine Tasting,
Theater Performance","Cool, Mild"
132,https://storage.googleapis.com/raven-media-bucket/image/outfits/132.jpeg,"Patterned button-up shirt, corduroy pants, white sneakers",1970s Disco Fever,"Business-Casual Office,
Relaxed Gathering,
Day Out,
Coffee Meeting,
Casual Workspace,
Modern Museum Visit,
Afternoon Coffee Break,
Creative Workshop,
Casual Networking Event",Warm
133,https://storage.googleapis.com/raven-media-bucket/image/outfits/133.jpeg,"White tee, tweed jacket, wool trousers, sneakers",1920s Gatsby Elegance,"Evening Event,
Upscale Dinner,
Formal Gathering,
Black Tie Affair,
Opera Performance,
Charity Gala,
Fine Dining Celebration,
Symphony Orchestra Concert,
VIP Reception","Cool, Cold"
134,https://storage.googleapis.com/raven-media-bucket/image/outfits/134.jpeg,"Cable-knit wool sweater, leather jacket, classic khaki chinos, rugged leather boots",1930s Vintage Explorer,"Casual Date,
City Stroll,
Relaxed Gathering,
Museum Visit,
Art Gallery Tour,
Coffee Shop Hangout,
Outdoor Sculpture Garden,
Bookstore Browsing,
Café Brunch","Cool, Cold"
135,https://storage.googleapis.com/raven-media-bucket/image/outfits/135.jpeg,"Pastel-colored polo shirt, pleated khaki shorts, white leather sneakers",1980s Preppy Charm,"Weekend Outing,
Casual Lunch,
Light Outdoor Activity,
Park Picnic,
Farmers' Market,
Botanical Garden Walk,
Golfing, 
Outdoor Yoga Session,
School Hangout","Warm, Hot"
136,https://storage.googleapis.com/raven-media-bucket/image/outfits/136.jpeg,"Henley shirt, olive green military jacket, denim jeans, brown leather work boots",1940s Americana Casual,"Beachside Dinner,
Relaxed Hangout,
Casual Coastal Event,
Seaside Restaurant,
Beachfront Lounge,
Sunset Cocktails,
Tropical Vacation,
Coastal Walk,
Oceanfront Dining","Cool, Mild"
137,https://storage.googleapis.com/raven-media-bucket/image/outfits/137.jpeg,"white tee shirt, striped wide-legged trousers, oxford shoes",1920s Casual Dapper,"Outdoor Adventure,
Casual Hangout,
Rustic Gathering,
Cabin Retreat,
Country Inn Stay,
Farm Visit,
Pumpkin Patch Outing,
Cozy Campfire Night,
Fall Foliage Drive","Mild, Warm"
138,https://storage.googleapis.com/raven-media-bucket/image/outfits/138.jpeg,"retro graphic tee, high-waisted sporty shorts, vintage-style sneakers",1930s Vintage Athlete,"Casual Date,
Art Gallery Visit,
City Exploration,
Museum Tour,
Café Hopping,
Public Garden Stroll,
Architectural Sightseeing,
Shopping District,
Trendy Boutique Visit","Warm, Hot"
139,https://storage.googleapis.com/raven-media-bucket/image/outfits/139.jpeg,"Distressed band tee, denim jacket, jeans, high-top sneakers",1980s Rocker Attitude,"Coffee Date,
City Walk,
Cafe Hopping,
Travel,
Shopping District,
Rock Concert,
Road Trip,
Music Festival,
Casual Hangout","Cool, Mild"
140,https://storage.googleapis.com/raven-media-bucket/image/outfits/140.jpeg,"cardigan, tee, cuffed jeans, penny loafers",1950s College Casual,"Casual Weekend,
Low-Key Outing,
Relaxed Hangout,
Movie,
Coffee Shop Relaxation,
Park Walk,
Bookstore Visit,
Artisan Market,
Casual Shopping","Cool, Mild"
141,https://storage.googleapis.com/raven-media-bucket/image/outfits/141.jpeg,"shawl collar knit sweater, tailored wool trousers, brogue shoes",1910s Gentlemanly Casual,"Casual Shopping,
Weekend Date,
Fall Office Look,
Movie,
Coffee Shop,
Bookstore,
Cozy Weekend,
Family Visit,
Family Gathering","Cool, Cold"
142,https://storage.googleapis.com/raven-media-bucket/image/outfits/142.jpeg,"Retro print short-sleeve shirt, relaxed shorts, flip-flops",1960s Beach Vacation,"Music Festival,
Beachside,
Weekend Concert,
Artisan Market,
Outdoor Music Event,
Cultural Fair,
Beachtown Exploration,
Tropical Vacation,
Island Trip","Warm, Hot"
143,https://storage.googleapis.com/raven-media-bucket/image/outfits/143.jpeg,"long-sleeve tee shirt, print wide-legged jeans, earthy-toned moccasins",1970s Woodstock Vibes,"Vintage-Inspired Event,
Themed Party,
Classic Style Showcase,
Speakeasy Night,
Jazz Performance,
Prohibition Era Celebration,
Art Deco Soiree,
Historic Walking Tour,
Movie Night","Cool, Mild, Warm"
144,https://storage.googleapis.com/raven-media-bucket/image/outfits/144.jpeg,"Patterned dress shirt, wool flat-front trousers, classic leather lace-up shoes",1920s Casual Gatsby,"Outdoor Event,
Art Adventure,
Farmer's Market,
Camping Trip,
Farm-to-Table Experience,
Harvest Festival,
Outdoor Craftsmanship Fair,
Art Gallery,
Wine Tasting","Cool, Mild, Warm"
145,https://storage.googleapis.com/raven-media-bucket/image/outfits/145.jpeg,"Chambray work shirt, olive green field jacket, durable workwear jeans, sturdy work boots",1940s Vintage Worker,"Casual Friday at Work,
Weekend Outing,
Outdoor Activities,
Road Trip,
Farm Visit,
Ranch Visit,
Brewery Visit,
BBQ Party,
Farmer's Market
","Cool, Mild"
146,https://storage.googleapis.com/raven-media-bucket/image/outfits/146.jpeg,"Retro video game graphic tee, straight fit jeans, high-top sneakers",1980s Retro Gamer,"Casual Hangout with Friends,
Game Night,
Casual Date,
Casual Friday,
Theme Park,
Relaxed Workplace,
Local Festival,
Local Fair","Cool, Mild, Warm"
147,https://storage.googleapis.com/raven-media-bucket/image/outfits/147.jpeg,"Loose-fit patterned shirt, wide-legged wool trousers, classic leather loafers",1930s Casual Elegance,"Vintage Soiree,
Classic Gathering,
Themed Party,
Speakeasy Night,
Swing Dance Social,
Jazz Lounge,
Retro Art Exhibit Opening,
Old Hollywood Movie Night,
Vintage Store Shopping","Cool, Mild"
148,https://storage.googleapis.com/raven-media-bucket/image/outfits/148.jpeg,"Gray cashmere sweater, dark tailored trousers, suede chukka boots",Cashmere Comfort,"Upscale Dinner,
Elegant Lounge,
Cocktail Reception,
Fine Dining,
Wine Tasting,
Exclusive Art Gallery Opening,
Private Theater Performance,
Jazz Club Night,
Luxury Hotel Stay","Cool, Cold"
149,https://storage.googleapis.com/raven-media-bucket/image/outfits/149.jpeg,"Silk blend mock-neck sweater, charcoal gray wool trousers, leather loafers",Subtle Sophistication,"Business-Casual Meeting,
Art Gallery Visit,
Date Night,
Wine Bar,
Poetry Reading,
Upscale Café Dinner,
Nighttime Cityscape Walk,
Piano Bar Lounge,
Evening Theater Show","Cool, Cold"
150,https://storage.googleapis.com/raven-media-bucket/image/outfits/150.jpeg,"Merino wool V-neck sweater, light gray slim-fit jeans, minimalist leather sneakers",Relaxed Elegance,"Weekend Brunch,
Shopping,
Casual Hangout,
City Exploration,
Café Brunch,
Artisan Market Stroll,
Park Picnic,
Outdoor Photography,
Casual Sunday

","Cool, Mild"
151,https://storage.googleapis.com/raven-media-bucket/image/outfits/151.jpeg,"Textured cotton turtleneck, black tailored jogger pants, wool overcoat, Chelsea boots",Urban Luxe,"City Exploration,
Dinner Date,
Sophisticated Outing,
Trendy Restaurant,
Evening Art Show,
City Nightlife,
Boutique Shopping,
Wine Tasting,
Theater Performance","Cool, Cold"
152,https://storage.googleapis.com/raven-media-bucket/image/outfits/152.jpeg,"Fine knit wool t-shirt, navy wool trousers, low-profile leather sneakers",Sleek Simplicity,"Business-Casual Office,
Relaxed Gathering,
Day Out in the City,
Coffee Shop Meeting,
Casual Workspace,
Park Relaxation,
Museum Visit,
Team Outing,
Casual Work Day","Cool, Mild"
153,https://storage.googleapis.com/raven-media-bucket/image/outfits/153.jpeg,"Black cashmere turtleneck, slim-fit black leather trousers, black leather dress shoes",Monochrome Minimalism,"Evening Event,
Upscale Dinner,
Formal Gala,
Red Carpet Affair,
Opera or Theater,
Black Tie Event,
Exclusive Lounge,
VIP Party,
Luxury Cruise Night","Cool, Cold"
154,https://storage.googleapis.com/raven-media-bucket/image/outfits/154.jpeg,"Camel wool-blend sweater, beige tailored chinos, suede desert boots",Modern Neutrals,"Casual Date,
City Stroll,
Relaxed Gathering,
Café Hangout,
Park Picnic,
Afternoon Shopping,
Art Gallery Visit,
Museum Exploration,
Sunday Brunch","Cool, Mild"
155,https://storage.googleapis.com/raven-media-bucket/image/outfits/155.jpeg,"Lightweight merino wool henley, quilted vest, dark wash jeans, leather sneakers",Casual Luxury Layers,"Weekend Outing,
Casual Lunch,
Light Outdoor Activity,
Farmer's Market,
Park Picnic,
Outdoor Cafe,
Exploring a Garden,
Sightseeing Tour,
Casual Office Day","Cool, Mild"
156,https://storage.googleapis.com/raven-media-bucket/image/outfits/156.jpeg,"Linen button-down shirt, relaxed-fit trousers, leather slip-on loafers, gold jewelry, gold sunglasses",Laid-Back Opulence,"Beachside Dinner,
Relaxed Hangout,
Casual Coastal Event,
Sunset Beach Walk,
Seaside Cafe,
Coastal Picnic,
Summer Concert,
Travel,
Vacation Relaxation","Warm, Hot"
157,https://storage.googleapis.com/raven-media-bucket/image/outfits/157.jpeg,"Chunky knit alpaca sweater, olive green cargo trousers, leather hiking-style boots",Elevated Weekend,"Outdoor Adventure,
Fall Nature Walk,
Rustic Gathering,
Cabin Getaway,
Mountain Retreat,
Cozy Weekend,
Autumn Picnic,
Fall Festival,
Woodland Exploration","Cool, Mild, Cold"
158,https://storage.googleapis.com/raven-media-bucket/image/outfits/158.jpeg,"Silk-cotton blend crewneck sweater, slim-fit navy chinos, minimalist white sneakers",Effortless Luxury,"Casual Date,
Art Gallery Visit,
City Exploration,
Museum Tour,
Café Brunch,
Upscale Shopping,
Architectural Tour,
Evening Jazz Lounge,
Contemporary Art Exhibit","Cool, Mild"
159,https://storage.googleapis.com/raven-media-bucket/image/outfits/159.jpeg,"Classic white dress shirt, charcoal gray wool trousers, polished leather oxfords",Timeless Refinement,"Business Meeting,
Formal Event,
Sophisticated Outing,
Corporate Happy Hour,
Cruise Networking,
Professional Networking,
Fine Dining,
Opera or Symphony,
Exclusive Theater","Cool, Cold"
160,https://storage.googleapis.com/raven-media-bucket/image/outfits/160.jpeg,"Heathered cashmere hoodie, dark denim jeans, high-quality leather sneakers",Contemporary Comfort,"Casual Weekend,
Low-Key Outing,
Relaxed Hangout,
Coffee Shop Chill,
Movie,
Bookstore,
Outdoor Cafe,
City Exploration,
Work From Home","Cool, Mild"
161,https://storage.googleapis.com/raven-media-bucket/image/outfits/161.jpeg,"Merino wool cardigan, soft cotton t-shirt, slim-fit dark jeans, leather chelsea boots",Urban Retreat,"Casual Dinner,
Cozy Evening,
Relaxed Night Out,
Pub or Gastropub,
Local Eatery,
Live Music Venue,
Evening Coffee,
Wine Bar,
Neighborhood Hangout","Cool, Cold"
162,https://storage.googleapis.com/raven-media-bucket/image/outfits/162.jpeg,"Oversized cotton sweatshirt, tailored jogger-style pants, designer sneakers",Luxury Streetwear,"Weekend Event,
Urban Hangout,
Stylish Outing,
Hip Hop Concert,
Art and Design Exhibition,
Trendy Cafe,
Creative Workshop,
Food Festival,
Houseparty
","Cool, Mild"
163,https://storage.googleapis.com/raven-media-bucket/image/outfits/163.jpeg,"Linen-blend long-sleeve polo, casual cotton trousers, suede driving loafers",Refined Relaxed,"Weekend Leisure,
Casual Day Out,
Laid-Back Gathering,
Picnic in the Park,
Open-Air Market,
Wine Tasting Tour,
Garden Visit,
Farmers' Market Stroll,
Potluck Party","Warm, Hot"
164,https://storage.googleapis.com/raven-media-bucket/image/outfits/164.jpeg,"Muted tone mock-neck sweater, textured gray trousers, leather brogue boots",Subdued Luxury,"Sophisticated Outing,
Dinner with Friends,
Cultural Event,
Art Gallery Opening,
Theater Night,
Jazz Club,
Fine Dining,
Museum,
Dinner Date","Cool, Cold"
165,https://storage.googleapis.com/raven-media-bucket/image/outfits/165.jpeg,"Slub cotton henley shirt, fitted stretch chinos, minimalist white sneakers",Effortless Chic,"Casual Date,
Relaxed Hangout,
Urban Exploration,
Coffee Shop Meeting,
Casual Weekend,
Local Festival,
Neighborhood Walk,
Outdoor Market,
Cafe","Cool, Mild"
166,https://storage.googleapis.com/raven-media-bucket/image/outfits/166.jpeg,"Modern cut button-up shirt, tailored wool-blend trousers, polished leather loafers",Modern Classics,"Business Casual,
Formal Networking,
Classic Style,
Boardroom Meeting,
Business Lunch,
Art Museum Tour,
VIP Networking Event,
Professional Presentation,
Corporate Reception","Cool, Mild, Warm"
167,https://storage.googleapis.com/raven-media-bucket/image/outfits/167.jpeg,"Fine-gauge cashmere polo sweater, dark wash slim jeans, classic leather lace-up boots",Casual Elegance,"Weekend Getaway,
Upscale Brunch,
Refined Hangout,
Winery Tour,
Artisanal Bakery,
Upscale Lodge Meeting,
Brunch,
High-End Shopping,
Luxurious Relaxed Day","Cool, Mild"
168,https://storage.googleapis.com/raven-media-bucket/image/outfits/168.jpeg,"Oxford button-down shirt, slim-fit dark wash jeans, loafers, watch",Collegiate Tailoring,"Class Day,
Casual Meeting,
Academic Event,
Presentation,
Lecture Hall,
Library Study,
Academic Seminar,
Student Organization Meeting,
Educational Workshop","Cool, Mild, Warm"
169,https://storage.googleapis.com/raven-media-bucket/image/outfits/169.jpeg,"Vintage college sweatshirt, faded denim jeans, high-top sneakers",Retro Game Day,"Game Day,
Casual Hangout,
Relaxed Outing,
Sports Bar Gathering,
Campus Event,
Tailgate Party,
Friendly Sports Match,
Alumni Reunion,
Stadium Concert","Cool, Mild"
170,https://storage.googleapis.com/raven-media-bucket/image/outfits/170.jpeg,"Henley shirt, cargo pants, work boots",Campus Cool,"Everyday Wear,
Outdoor Activity,
Campus Class Day,
Student Hangout,
Casual Weekend,
Outdoor Study Session,
Student Organization Activity,
Running Errand,
Campus Festivities","Mild, Warm"
171,https://storage.googleapis.com/raven-media-bucket/image/outfits/171.jpeg,"Polo shirt, khaki flat-front shorts, golf shoes",Golf Course Ready,"Golf Game,
Outdoor Event,
Country Club Gathering,
Golf Lesson,
Golf Tournament,
Golf Clinic,
Golf Resort Retreat,
Golf Pro-Am Event,
Golf Club Social","Warm, Hot"
172,https://storage.googleapis.com/raven-media-bucket/image/outfits/172.jpeg,"V-neck sweater, corduroy pants, desert boots",Library Study Session,"Studying,
Library,
Academic Gathering,
Research Workshop,
Study Group Meeting,
Literature Discussion,
Academic Conference,
Scholarly Presentation,
Coffee Date","Cool, Mild"
173,https://storage.googleapis.com/raven-media-bucket/image/outfits/173.jpeg,"Graphic tee, chino pants, casual sneakers",Casual Lecture Day,"University Class Day,
Class Discussion,
Study Group Meetup,
Casual Gathering,
Campus Hangout,
Coffee Shop Study Session,
Academic Workshop,
Panel Discussion,
Student Club Meeting","Cool, Mild, Warm, Hot"
174,https://storage.googleapis.com/raven-media-bucket/image/outfits/174.jpeg,"Flannel shirt, quilted vest, outdoor utility pants, hiking boots",Outdoor Adventure,"Hiking Trip,
Nature Exploration,
Fall Outing,
Trail Hike,
Camping Trip,
Outdoor Exploration,
Outdoor Hangout,
Birdwatching,
Scenic Lookout","Cool, Mild, Cold"
175,https://storage.googleapis.com/raven-media-bucket/image/outfits/175.jpeg,"Plaid flannel shirt, distressed denim jeans, combat boots",Grunge Revival,"Casual Hangout,
Music Festival,
Sports Bar,
Live House Concert,
Live Music Bar,
Underground Gig,
Artistic Showcase,
Indie Band Performance,
Night Market","Cool, Mild"
176,https://storage.googleapis.com/raven-media-bucket/image/outfits/176.jpeg,"oversized short sleeve shirt, baggy light wash denim jeans, white high-top sneakers",Fresh Prince Vibes,"Retro Party,
Venice Beach,
Urban Hangout,
Beach Hangout,
Music Festival,
Live House Concert,
Hip Hop Dance Battle,
Nights Out,
Casual Night Out","Warm, Hot"
177,https://storage.googleapis.com/raven-media-bucket/image/outfits/177.jpeg,"Graphic skate tee, cargo shorts, Vans or Converse sneakers",Skater Style,"Skateboarding Hangout,
Casual Street Style,
Skate Park Session,
Urban Exploration,
Skater Hangout,
Running Errand,
Casual Hangout,
Skater Meetup,
Skateboarding Competition","Warm, Hot"
178,https://storage.googleapis.com/raven-media-bucket/image/outfits/178.jpeg,"Oversized graphic hoodie, loose-fit jogger pants, Timberland boots",Retro Hip-Hop,"Urban Hangout,
Casual Night Out,
Hip-Hop Event,
Rap Concert,
Hip-Hop Dance Party,
Street Art Showcase,
Underground Performance,
Open Mic Night,
DJ Set","Cool, Mild"
179,https://storage.googleapis.com/raven-media-bucket/image/outfits/179.jpeg,"Turtleneck sweater, high-waisted pleated trousers, loafers or dressy sneakers",Tech Geek Chic,"Business Casual,
Intellectual Gathering,
Chic Office Wear,
Startup Pitch,
Conference Speaker,
Coffee Date,
Lunch Date,
Academic Symposium,
Innovation Summit","Cool, Cold"
180,https://storage.googleapis.com/raven-media-bucket/image/outfits/180.jpeg,"Band logo tee, slim-fit black jeans, Classic Dr. Martens boots",Casual Rocker,"Concert Night,
Rock-Themed Event,
Night Out,
Rock Bar Hangout,
Live Music Performance,
Indie Band Showcase,
Rock Festival,
Band Reunion Show,
Jam Session","Cool, Mild, Warm, Hot"
181,https://storage.googleapis.com/raven-media-bucket/image/outfits/181.jpeg,"Logo-printed windbreaker, straight leg jeans, retro sneakers",Vintage Streetwear,"Urban Exploration,
Casual Hangout,
Retro Gathering,
Vintage Shopping,
Street Art Tour,
Vintage Flea Market,
Record Store Visit,
Retro Arcade Night,
Vintage Car Show","Cool, Mild"
182,https://storage.googleapis.com/raven-media-bucket/image/outfits/182.jpeg,"Colorful tie-dye t-shirt, loose-fit boardshorts, flip-flops or slip-on shoes",Surfer Dude Look,"Beach Hangout,
Coastal Vacation,
Pool Party,
Beach Barbecue,
Water Sports Activity,
Beach Bonfire,
Beach Volleyball,
Surfing Session,
Island Trip","Warm, Hot"
183,https://storage.googleapis.com/raven-media-bucket/image/outfits/183.jpeg,"jersey inspired top, baggy cargo pants, classic high-top sneakers",Hip-Hop Casual,"Streetwear Style,
Urban Hangout,
Casual Gathering,
Casual Weekend,
Local Hip-Hop Show,
Urban Street Market,
Hip-Hop Dance Workshop,
Casual Hangout,
Art District Walk","Cool, Mild"
184,https://storage.googleapis.com/raven-media-bucket/image/outfits/184.jpeg,"Oversized plain white t-shirt, ripped skinny jeans, Converse Chuck Taylors",Minimalist Grunge,"Edgy Hangout,
Casual Street Style,
Relaxed Event,
Coffee Shop,
Casual Hangout,
Night Club,
Venice Beach Night,
Casual Cool","Cool, Mild, Warm"
185,https://storage.googleapis.com/raven-media-bucket/image/outfits/185.jpeg,"Retro TV show graphic tee, faded denim shorts, canvas sneakers",90s TV Nostalgia,"Casual Day Out,
Friend's Night,
Summer Vacation,
Small Town Gathering,
Casual Trip,
Road Trip,
Casual Hangout","Warm, Hot"
186,https://storage.googleapis.com/raven-media-bucket/image/outfits/186.jpeg,"Logo crewneck sweatshirt, relaxed-fit jeans, classic white sneakers",90s College Casual,"Campus Hangout,
Casual Class Day,
Relaxed Gathering,
College Coffee Shop,
Study Group Meetup,
Dorm Room Hangout,
Student Organization Activity,
Campus Festivities,
City Exploration","Cool, Mild"
187,https://storage.googleapis.com/raven-media-bucket/image/outfits/187.jpeg,"Sleeveless graphic tank top, baggy cargo shorts, skate shoes",Skate Park Ready,"Skate Park Ready,
Skateboarding Session,
Street Skateboarding,
Skate Park Hangout, Urban Hangout, City Exploration, Underground Event, Streetwear Event, Casual Hangout, Urban Event","Warm, Hot"
188,https://storage.googleapis.com/raven-media-bucket/image/outfits/188.jpeg,"Pop culture icon print t-shirt, denim jeans, high-top canvas sneakers",Retro Pop Culture,"Casual Weekend,
Downtown Party,
Music Festival,
Casual Meetup,
Beachside,
Movie Night Out,
Bar Hopping,
Casual Friday,
College Gathering
","Cool, Mild, Warm, Hot"
189,https://storage.googleapis.com/raven-media-bucket/image/outfits/189.jpeg,"Oversized knit sweater, slim-fit corduroy pants, desert boots",90s Indie Cool,"Indie Hangout,
Artistic Event,
Casual Social Gathering,
Live Music Show,
Poetry Night,
Art Gallery Opening,
Underground Music Scene,
Local Band Performance,
DIY Craft Fair","Cool, Cold"
190,https://storage.googleapis.com/raven-media-bucket/image/outfits/190.jpeg,"Funky patterned button-up shirt, wide-legged jeans, platform sneakers",Fresh and Funky,"Hollywood Party,
Artsy Event,
Eclectic Gathering,
Art and Music Festival,
Bohemian Hangout,
Funky Gallery Showcase,
Indie Craft Market,
Creative Workshop,
DIY Art Event","Cool, Mild, Warm, Hot"
191,https://storage.googleapis.com/raven-media-bucket/image/outfits/191.jpeg,"Color-blocked windbreaker, relaxed-fit cargo pants, chunky sneakers, white tee",Casual Tech Era,"Urban Exploration,
Casual Hangout,
Tech Event,
Startup Meetup,
Casual Work Day,
Tech Conference,
Tech Expo,
Innovator Showcase,
Innovation Workshop","Cool, Mild"
192,https://storage.googleapis.com/raven-media-bucket/image/outfits/192.jpeg,"athletic hoodie, slim-fit jogger pants, chunky sneakers",Athletic Urban Blend,"Casual Hangout,
Street Exploration,
Urban Events,
Sports Bar Night,
Bar Hopping,
Casual Gathering,
Group Fitness Class,
Active Hangout,
Outdoor Bootcamp","Cool, Mild"
193,https://storage.googleapis.com/raven-media-bucket/image/outfits/193.jpeg,"Basketball-inspired tank top, cargo jogger shorts, high-top basketball sneakers",Street Basketball Look,"Street Basketball Game,
Sporty Hangout,
Casual Outing,
Game Night,
Beachside Hangout,
Art District Hangout,
Summer Vacation,
Old Town Trip
","Warm, Hot"
194,https://storage.googleapis.com/raven-media-bucket/image/outfits/194.jpeg,"Soccer jersey-style t-shirt, casual chino shorts, sneakers","City Soccer Vibe, laid-back, sporty, and summer-friendly style","Urban Hangout,
Soccer Match Viewing,
Casual Day Out,
Sports Bar Hangout,
Backyard BBQ,
Beach Day,
Sports Event,
Casual Hangout with Friends,
Picnic in the Park,
Coffee Run,
Campus Attire","Warm, Hot"
195,https://storage.googleapis.com/raven-media-bucket/image/outfits/195.jpeg,"Color-blocked tennis polo, slim-fit jogger pants, minimalist tennis sneakers","Street Tennis Attire, a modern, stylish, and sporty vibe","Tennis Match,
Sporty Hangout,
Urban Exploration,
Tennis Event,
Golf Outing,
Country Club Visit,
Travel,
Brunch,
Airport,
City Walk

","Cool, Mild, Warm"
196,https://storage.googleapis.com/raven-media-bucket/image/outfits/196.jpeg,"Performance outdoor t-shirt, lightweight windbreaker, cargo jogger pants, trail-inspired sneakers",Outdoor Adventure Look,"Outdoor Exploration,
Hiking Trip,
Trail Expedition,
City Walk,
Scenic Hike,
Backpacking Adventure,
Wildlife Watching,
Park,
Outdoor Hangout","Cool, Mild"
197,https://storage.googleapis.com/raven-media-bucket/image/outfits/197.jpeg,"Football jersey-inspired tee, rugged cargo pants, sneakers","Street Football Swagger, a mix of sporty and practical elements, making it suitable for a variety of casual settings","Casual BBQs or Picnics,
Sports Event,
Football Game,
Basketball Game,
Casual Hangout with Friends,
Weekend Market,
Tailgate Party,
Sports Bar Hangout,
Travel or Airport","Cool, Mild, Warm"
198,https://storage.googleapis.com/raven-media-bucket/image/outfits/198.jpeg,"logo hoodie, relaxed-fit jeans or cargo shorts, skateboarding sneakers",Skateboarding Street Style,"Casual BBQs or Picnics,
Sports Event,
Skateboarding Event,
Casual Hangout with Friends,
Casual Weekend,
Tailgate Party,
Sports Bar Hangout,
Travel or Airport","Cool, Mild, Warm"
199,https://storage.googleapis.com/raven-media-bucket/image/outfits/199.jpeg,"graphic t-shirt, jeans, casual basketball-inspired sneakers",Modern Basketball Mood,"Casual BBQs or Picnics,
Sports Event,
Bar Hopping,
Casual Hangout with Friends,
Weekend Market,
Casual Weekend,
Tailgate Party,
Sports Bar Hangout,
Travel or Airport","Cool, Mild, Warm"
200,https://storage.googleapis.com/raven-media-bucket/image/outfits/200.jpeg,"sweatshirt, grey cargo pants, white sneakers",Street Soccer Streetwear,"Casual BBQs or Picnics,
Sports Event,
Running Errand,
Casual Hangout with Friends,
Weekend Market,
Casual Weekend,
Tailgate Party,
Sports Bar Hangout,
Travel or Airport","Cool, Mild"
201,https://storage.googleapis.com/raven-media-bucket/image/outfits/201.jpeg,"Sleeveless volleyball jersey inspired top, casual chino shorts, low-profile sneakers",Street Volleyball Mood,"Beach Volleyball,
Casual Hangout,
Active Outing,
Beach Sports,
Summer Volleyball Game,
Sports Bar Hangout,
Beach Sports Event,
Casual Weekend,
Running Errand
","Warm, Hot"
202,https://storage.googleapis.com/raven-media-bucket/image/outfits/202.jpeg,"Flannel shirt, band tee, distressed jeans, combat boots",Grunge Revival,"Casual hangouts, concerts, weekend outings, coffee shop meetups, record store visits, movie nights, casual parties, picnics, street fairs, urban exploration","Cold, Winter"
203,https://storage.googleapis.com/raven-media-bucket/image/outfits/203.jpeg,"Cable-knit sweater, collared shirt, corduroy trousers",Classic Preppy,"Family gatherings, holiday events, semi-formal occasions, Thanksgiving dinner, winter weddings, church services, formal dinners, wine tastings, theater shows, museum visits","Cold, Winter"
204,https://storage.googleapis.com/raven-media-bucket/image/outfits/204.jpeg,"Graphic hoodie, ripped jeans, high-top sneakers",Retro Skater,"Skateboarding, casual gatherings, urban exploration, skate park meetups, underground music shows, casual art events, video game nights, college parties, DIY workshops","Cool, Cold"
205,https://storage.googleapis.com/raven-media-bucket/image/outfits/205.jpeg,"Oversized basketball jersey, cargo pants, Timberlands",Hip-Hop Swagger,"Hip-hop events, parties, urban exploration, rap concerts, dance battles, hip-hop workshops, nightclub outings, casual meetups, casual hangout","Cold, Winter"
206,https://storage.googleapis.com/raven-media-bucket/image/outfits/206.jpeg,"Turtleneck sweater, pleated khakis, puffer vest",Tech Geek Chic,"Work meetings, semi-formal events, geek-chic style, office holiday parties, comic conventions, tech seminars, networking events, TEDx talks, book signings, art gallery openings","Cold, Winter"
207,https://storage.googleapis.com/raven-media-bucket/image/outfits/207.jpeg,"Worn-in graphic tee, torn skinny jeans, leather jacket",Grunge Rocker,"Concerts, night outings, rock-inspired fashion, bar hangouts, live music shows, travel, casual hangouts, casual meetups, coffee","Cool, Cold"
208,https://storage.googleapis.com/raven-media-bucket/image/outfits/208.jpeg,"Varsity jacket, slim-fit chinos, white sneakers",College Cool,"College campuses, casual hangouts, youthful style, game nights, fraternity parties, campus events, study sessions, outdoor BBQs, campus sports events, casual class day","Cool, Cold"
209,https://storage.googleapis.com/raven-media-bucket/image/outfits/209.jpeg,"Slouchy knit sweater, black jeans, desert boots",Alternative Indie,"casual weekend, casual outings, casual meetups, chill weekend, coffee shop meetup, house party, cafe, bookshop explorations, coffeehouse performances","Cold, Winter"
210,https://storage.googleapis.com/raven-media-bucket/image/outfits/210.jpeg,"Colorful windbreaker, athletic joggers, dad sneakers",Retro Athleisure,"Athletic activities, athleisure fashion, sporty style, gym sessions, outdoor workouts, city exploration, basketball games, urban exploration, travel, night out","Cool, Cold"
